name,symbol,liquidity,dev_score,community_score,public_interest_score,total_score,report_date
Paccoin,$PAC,356121,0.52,0.45,0.34,0.34,2018-03-14 10:38:41
Grid+,GRID,29453,0.35,0.33,0.3,0.34,2018-03-14 10:38:41
Rock Token,RKT,443127,0.12,0.23,0.5,0.34,2018-03-14 10:38:41
Riecoin,RIC,79356,0.36,0.27,0.3,0.34,2018-03-14 10:38:41
Espers,ESP,38334,0.47,0.23,0.32,0.34,2018-03-14 10:38:41
DeepBrain Chain,DBC,1866338,0.0,0.35,0.29,0.34,2018-03-14 10:38:41
Magi,XMG,6770,0.44,0.31,0.28,0.34,2018-03-14 10:38:41
Populous,PPT,8804150,0.12,0.087,0.36,0.34,2018-03-14 10:38:41
Internet Node Token,INT,704920,0.16,0.23,0.36,0.34,2018-03-14 10:38:41
Eidoo,EDO,1088406,0.0,0.37,0.3,0.34,2018-03-14 10:38:41
MonetaryUnit,MUE,196655,0.34,0.14,0.33,0.34,2018-03-14 10:38:41
Elastos,ELA,7232550,0.38,0.42,0.27,0.34,2018-03-14 10:38:41
Ergo,EFYT,2791,0.68,0.06,0.32,0.34,2018-03-14 10:38:41
Open Trading Network,OTN,81001,0.19,0.33,0.5,0.34,2018-03-14 10:38:41
Bata,BTA,5549,0.51,0.24,0.36,0.34,2018-03-14 10:38:41
Gambit,GAM,1899,0.56,0.076,0.35,0.34,2018-03-14 10:38:41
Earthcoin,EAC,7,0.4,0.29,0.3,0.33,2018-03-14 10:38:41
Viuly,VIU,403403,0.15,0.32,0.39,0.33,2018-03-14 10:38:41
Mothership,MSP,112985,0.48,0.083,0.29,0.33,2018-03-14 10:38:41
DopeCoin,DOPE,142982,0.37,0.24,0.27,0.33,2018-03-14 10:38:41
Fedoracoin,TIPS,4556,0.38,0.33,0.28,0.33,2018-03-14 10:38:41
ShadowCash,SDC,81,0.57,0.2,0.28,0.33,2018-03-14 10:38:41
Ink Protocol,XNK,12873,0.47,0.13,0.44,0.33,2018-03-14 10:38:41
STRAKS,STAK,13343,0.45,0.28,0.3,0.33,2018-03-14 10:38:41
Spectre.ai Utility Token,SXUT,1895230,0.0,0.31,0.29,0.33,2018-03-14 10:38:41
XP,XP,209008,0.0,0.42,0.35,0.33,2018-03-14 10:38:41
Netcoin,NET,2366,0.53,0.25,0.28,0.33,2018-03-14 10:38:41
VIBE,VIBE,1187583,0.15,0.14,0.37,0.33,2018-03-14 10:38:41
DigixDAO,DGD,9893210,0.0,0.083,0.33,0.33,2018-03-14 10:38:41
AudioCoin,ADC,13724,0.65,0.071,0.28,0.33,2018-03-14 10:38:41
TrustPlus,TRUST,17815,0.38,0.23,0.33,0.33,2018-03-14 10:38:41
IOStoken,IOST,30291660,0.0,0.11,0.31,0.33,2018-03-14 10:38:41
Radium,RADS,187669,0.39,0.064,0.41,0.33,2018-03-14 10:38:41
Boolberry,BBR,6491,0.44,0.25,0.31,0.33,2018-03-14 10:38:41
Energycoin,ENRG,14118,0.39,0.29,0.31,0.33,2018-03-14 10:38:41
ArtByte,ABY,33246,0.28,0.38,0.28,0.33,2018-03-14 10:38:41
Gifto,GTO,2156319,0.15,0.15,0.3,0.33,2018-03-14 10:38:41
Oxycoin,OXY,23828,0.28,0.33,0.39,0.33,2018-03-14 10:38:41
VoteCoin,VOT,995,0.6,0.19,0.34,0.33,2018-03-14 10:38:41
Blockport,BPT,181635,0.16,0.28,0.29,0.33,2018-03-14 10:38:41
Blockpool,BPL,2501,0.43,0.27,0.33,0.33,2018-03-14 10:38:41
Hush,HUSH,14525,0.32,0.26,0.43,0.33,2018-03-14 10:38:41
Rubycoin,RBY,3568,0.38,0.26,0.3,0.33,2018-03-14 10:38:41
Swarm,SWM,2512,0.3,0.3,0.34,0.33,2018-03-14 10:38:41
Flixxo,FLIXX,458769,0.12,0.35,0.28,0.33,2018-03-14 10:38:41
indaHash,IDH,185937,0.16,0.34,0.27,0.33,2018-03-14 10:38:41
SpankChain,SPANK,144891,0.14,0.37,0.073,0.33,2018-03-14 10:38:41
LEOcoin,LEO,9696,0.33,0.3,0.3,0.33,2018-03-14 10:38:41
MediShares,MDS,7061406,0.13,0.06,0.31,0.33,2018-03-14 10:38:41
Mooncoin,MOON,4050,0.33,0.31,0.36,0.32,2018-03-14 10:38:41
Creditbit,CRB,42835,0.31,0.29,0.32,0.32,2018-03-14 10:38:41
Olympus Labs,MOT,909555,0.12,0.27,0.3,0.32,2018-03-14 10:38:41
Anoncoin,ANC,399,0.47,0.24,0.31,0.32,2018-03-14 10:38:41
Linx,LINX,14276,0.34,0.26,0.48,0.32,2018-03-14 10:38:41
Metal,MTL,12845000,0.0,0.15,0.33,0.32,2018-03-14 10:38:41
Wagerr,WGR,40176,0.14,0.37,0.27,0.32,2018-03-14 10:38:41
ExclusiveCoin,EXCL,281038,0.35,0.082,0.31,0.32,2018-03-14 10:38:41
Tezos,XTZ,165577,0.48,0.45,0.32,0.32,2018-03-14 10:38:41
Privatix,PRIX,474,0.39,0.31,0.27,0.32,2018-03-14 10:38:41
Sexcoin,SXC,5351,0.43,0.26,0.31,0.32,2018-03-14 10:38:41
GlobalToken,GLT,144,0.58,0.19,0.31,0.32,2018-03-14 10:38:41
Stealthcoin,XST,55894,0.33,0.22,0.3,0.32,2018-03-14 10:38:41
Elastic,XEL,194914,0.12,0.29,0.43,0.32,2018-03-14 10:38:41
Zeitcoin,ZEIT,3023,0.4,0.29,0.28,0.32,2018-03-14 10:38:41
Veritaseum,VERI,405956,0.15,0.12,0.35,0.32,2018-03-14 10:38:41
LockChain,LOC,29554,0.38,0.14,0.46,0.32,2018-03-14 10:38:41
DNotes,NOTE,604,0.38,0.3,0.32,0.32,2018-03-14 10:38:41
Bottos,BTO,362622,0.2,0.18,0.29,0.32,2018-03-14 10:38:41
Cofound.it,CFI,1508051,0.12,0.14,0.3,0.32,2018-03-14 10:38:41
Pareto Network,PARETO,47213,0.14,0.42,0.29,0.32,2018-03-14 10:38:41
Maza,MZC,5389,0.39,0.32,0.26,0.32,2018-03-14 10:38:41
Chaincoin,CHC,4498,0.68,0.0,0.31,0.32,2018-03-14 10:38:41
BitcoinDark,BTCD,4708,0.29,0.28,0.32,0.32,2018-03-14 10:38:41
Covesting,COV,57076,0.17,0.29,0.4,0.32,2018-03-14 10:38:41
Quark,QRK,554,0.37,0.29,0.35,0.32,2018-03-14 10:38:41
SmartMesh,SMT,3552488,0.15,0.071,0.29,0.32,2018-03-14 10:38:41
Terracoin,TRC,2874,0.37,0.3,0.29,0.32,2018-03-14 10:38:41
SHIELD,XSH,24440,0.46,0.078,0.34,0.32,2018-03-14 10:38:41
Asiacoin,AC,5923,0.38,0.21,0.29,0.32,2018-03-14 10:38:41
Change,CAG,1298962,0.12,0.15,0.41,0.32,2018-03-14 10:38:41
HEROcoin,PLAY,128916,0.19,0.32,0.29,0.32,2018-03-14 10:38:41
Power Ledger,POWR,13964858,0.0,0.17,0.29,0.32,2018-03-14 10:38:41
CampusCoin,CMPCO,20746,0.37,0.29,0.31,0.32,2018-03-14 10:38:41
Karma,KRM,12374,0.3,0.26,0.37,0.32,2018-03-14 10:38:41
BitSwift,SWIFT,2018,0.41,0.25,0.31,0.32,2018-03-14 10:38:41
Snovio,SNOV,771494,0.0,0.37,0.27,0.31,2018-03-14 10:38:41
Restart Energy MWAT,MWAT,164335,0.13,0.29,0.42,0.31,2018-03-14 10:38:41
Syndicate,SYNX,212250,0.31,0.1,0.39,0.31,2018-03-14 10:38:41
Soarcoin,SOAR,41673,0.36,0.18,0.31,0.31,2018-03-14 10:38:41
Zetacoin,ZET,185,0.42,0.28,0.29,0.31,2018-03-14 10:38:41
Hobonickels,HBN,317,0.49,0.2,0.32,0.31,2018-03-14 10:38:41
Divi,DIVX,99464,0.12,0.33,0.35,0.31,2018-03-14 10:38:41
Unify,UNIFY,2406,0.42,0.28,0.28,0.31,2018-03-14 10:38:41
Tao,XTO,4466,0.46,0.065,0.43,0.31,2018-03-14 10:38:41
Elementrem,ELE,177,0.46,0.25,0.29,0.31,2018-03-14 10:38:41
Patientory,PTOY,637181,0.0,0.35,0.27,0.31,2018-03-14 10:38:41
InvestFeed,IFT,39804,0.14,0.37,0.27,0.31,2018-03-14 10:38:41
MonacoCoin,XMCC,15923,0.26,0.35,0.29,0.31,2018-03-14 10:38:41
Ethos,ETHOS,19906,0.0,0.44,0.33,0.31,2018-03-14 10:38:41
AirToken,AIR,221713,0.12,0.32,0.26,0.31,2018-03-14 10:38:41
GoByte,GBX,111902,0.29,0.14,0.3,0.31,2018-03-14 10:38:41
Medicalchain,MTN,12495960,0.0,0.14,0.29,0.31,2018-03-14 10:38:41
PayPie,PPP,165704,0.0,0.35,0.28,0.31,2018-03-14 10:38:41
SophiaTX,SPHTX,88721,0.0,0.4,0.27,0.31,2018-03-14 10:38:41
Numeraire,NMR,1193323,0.0,0.29,0.3,0.31,2018-03-14 10:38:41
Kobocoin,KOBO,195,0.53,0.15,0.31,0.31,2018-03-14 10:38:41
Bitcloud,BTDX,4102,0.38,0.25,0.28,0.31,2018-03-14 10:38:41
Worldcoin,WDC,1890,0.41,0.24,0.32,0.31,2018-03-14 10:38:41
TaaS,TAAS,247635,0.0,0.34,0.37,0.31,2018-03-14 10:38:41
Lykke,LKK,113330,0.17,0.31,0.27,0.31,2018-03-14 10:38:41
Piggycoin,PIGGY,615,0.42,0.26,0.28,0.31,2018-03-14 10:38:41
Pura,PURA,496764,0.12,0.14,0.36,0.31,2018-03-14 10:38:41
Rebellious,REBL,645433,0.0,0.31,0.36,0.31,2018-03-14 10:38:41
ALIS,ALIS,51854,0.41,0.085,0.35,0.31,2018-03-14 10:38:41
Everus,EVR,775046,0.12,0.22,0.31,0.31,2018-03-14 10:38:41
Sequence,SEQ,9440,0.46,0.076,0.48,0.31,2018-03-14 10:38:41
WhaleCoin,WHL,44551,0.38,0.19,0.32,0.31,2018-03-14 10:38:41
Operacoin,OCN,11167700,0.0,0.12,0.31,0.31,2018-03-14 10:38:41
Blitzcash,BLITZ,9369,0.53,0.076,0.29,0.31,2018-03-14 10:38:41
TEKcoin,TEK,555,0.52,0.18,0.28,0.31,2018-03-14 10:38:41
Catcoin,CAT,256,0.42,0.3,0.28,0.31,2018-03-14 10:38:41
Lampix,PIX,6216,0.28,0.32,0.27,0.3,2018-03-14 10:38:41
Ellaism,ELLA,62606,0.26,0.26,0.39,0.3,2018-03-14 10:38:41
TurtleCoin,TRTL,8566,0.72,0.35,0.35,0.3,2018-03-14 10:38:41
XGOX,XGOX,174401,0.31,0.12,0.35,0.3,2018-03-14 10:38:41
Spectre.ai Dividend Token,SXDT,47401,0.13,0.31,0.27,0.3,2018-03-14 10:38:41
MicroMoney,AMM,146219,0.19,0.21,0.3,0.3,2018-03-14 10:38:41
Tokenomy,TEN,2625215,0.0,0.13,0.28,0.3,2018-03-14 10:38:41
TIES Network,TIE,88981,0.11,0.32,0.34,0.3,2018-03-14 10:38:41
Cryptopay,CPAY,42668,0.35,0.24,0.31,0.3,2018-03-14 10:38:41
BridgeCoin,BCO,30956,0.32,0.087,0.34,0.3,2018-03-14 10:38:41
EuropeCoin,ERC,9654,0.44,0.12,0.32,0.3,2018-03-14 10:38:41
Dai,DAI,5410,0.16,0.36,0.37,0.3,2018-03-14 10:38:41
Publica,PBL,23589,0.14,0.37,0.34,0.3,2018-03-14 10:38:41
Electra,ECA,82819,0.33,0.082,0.38,0.3,2018-03-14 10:38:41
LoMoCoin,LMC,30907,0.11,0.33,0.28,0.3,2018-03-14 10:38:41
ALQO,ALQO,94442,0.14,0.27,0.3,0.3,2018-03-14 10:38:41
SpreadCoin,SPR,23984,0.32,0.22,0.32,0.3,2018-03-14 10:38:41
Cannacoin,CCN,319,0.32,0.34,0.31,0.3,2018-03-14 10:38:41
CrowdCoin,CRC,20111,0.47,0.11,0.28,0.3,2018-03-14 10:38:41
MyWish,WISH,27029,0.3,0.24,0.31,0.3,2018-03-14 10:38:41
BlockCAT,CAT,53578,0.17,0.34,0.27,0.3,2018-03-14 10:38:41
ATLANT,ATL,11631,0.25,0.32,0.36,0.3,2018-03-14 10:38:41
Solarcoin,SLR,20172,0.36,0.078,0.33,0.3,2018-03-14 10:38:41
CPChain,CPC,3035650,0.13,0.074,0.27,0.3,2018-03-14 10:38:41
Waves Community Token,WCT,22219,0.0,0.5,0.27,0.3,2018-03-14 10:38:41
Envion,EVN,82994,0.16,0.17,0.28,0.3,2018-03-14 10:38:41
HEAT,HEAT,5412,0.43,0.13,0.32,0.3,2018-03-14 10:38:41
Foldingcoin,FLDC,393840,0.14,0.25,0.3,0.3,2018-03-14 10:38:41
FlypMe,FYP,481,0.31,0.29,0.27,0.29,2018-03-14 10:38:41
Sphere,SPHR,122983,0.13,0.18,0.4,0.29,2018-03-14 10:38:41
Argentum,ARG,729,0.55,0.063,0.32,0.29,2018-03-14 10:38:41
WINCOIN,WC,92624,0.15,0.14,0.32,0.29,2018-03-14 10:38:41
AidCoin,AID,57038,0.13,0.25,0.28,0.29,2018-03-14 10:38:41
Decent,DCT,540217,0.0,0.16,0.41,0.29,2018-03-14 10:38:41
Dimecoin,DIME,28854,0.11,0.33,0.31,0.29,2018-03-14 10:38:41
Odyssey,OCN,10693850,0.0,0.04,0.38,0.29,2018-03-14 10:38:41
VIVO,VIVO,10793,0.29,0.25,0.31,0.29,2018-03-14 10:38:41
Mercury,MER,11481124,0.0,0.12,0.42,0.29,2018-03-14 10:38:41
ATMChain,ATM,90498,0.15,0.23,0.29,0.29,2018-03-14 10:38:41
Franko,FRK,1,0.41,0.26,0.3,0.29,2018-03-14 10:38:41
CanYaCoin,CAN,78245,0.17,0.17,0.3,0.29,2018-03-14 10:38:41
UFO Coin,UFO,845,0.33,0.21,0.31,0.29,2018-03-14 10:38:41
Ormeus Coin,ORME,2653006,0.0,0.16,0.3,0.29,2018-03-14 10:38:41
TrezarCoin,TZC,4994,0.27,0.28,0.31,0.29,2018-03-14 10:38:41
Worldcore,WRC,327190,0.0,0.32,0.28,0.29,2018-03-14 10:38:41
bitCNY,BITCNY,17519500,0.0,0.0,0.3,0.29,2018-03-14 10:38:41
CreativeCoin,CREA,4537,0.43,0.13,0.28,0.29,2018-03-14 10:38:41
Zilla,ZLA,326918,0.0,0.26,0.3,0.29,2018-03-14 10:38:41
Aurora DAO,AURA,7614,0.12,0.32,0.28,0.29,2018-03-14 10:38:41
Deutsche eMark,DEM,1277,0.47,0.11,0.33,0.29,2018-03-14 10:38:41
Paycoin,XPY,65,0.6,0.0,0.3,0.28,2018-03-14 10:38:41
NITRO,NOX,840,0.13,0.36,0.37,0.28,2018-03-14 10:38:41
BOScoin,BOS,656425,0.45,0.33,0.28,0.28,2018-03-14 10:38:41
NobleCoin,NOBL,1314,0.27,0.3,0.29,0.28,2018-03-14 10:38:41
NAGA,NGC,211884,0.0,0.26,0.31,0.28,2018-03-14 10:38:41
Cryptonex,CNX,179,0.15,0.18,0.27,0.28,2018-03-14 10:38:41
Voxels,VOX,6282777,0.0,0.14,0.32,0.28,2018-03-14 10:38:41
Aventus,AVT,511365,0.11,0.21,0.27,0.28,2018-03-14 10:38:41
Tokes,TKS,396313,0.0,0.3,0.44,0.28,2018-03-14 10:38:41
Trade Token,TIO,159011,0.12,0.16,0.3,0.28,2018-03-14 10:38:41
Guncoin,GUN,942,0.36,0.22,0.29,0.28,2018-03-14 10:38:41
Freicoin,FRC,26,0.38,0.24,0.28,0.28,2018-03-14 10:38:41
MobileGo,MGO,165917,0.0,0.28,0.29,0.28,2018-03-14 10:38:41
Condensate,RAIN,4502,0.34,0.19,0.36,0.28,2018-03-14 10:38:41
Influxcoin,INFX,3177,0.32,0.2,0.31,0.28,2018-03-14 10:38:41
bitJob,STU,1278950,0.12,0.15,0.27,0.28,2018-03-14 10:38:41
Bonpay,BON,98535,0.12,0.28,0.27,0.28,2018-03-14 10:38:41
PopularCoin,POP,2798,0.34,0.22,0.31,0.28,2018-03-14 10:38:41
COSS,COSS,943088,0.0,0.17,0.33,0.28,2018-03-14 10:38:41
1337,1337,2389,0.36,0.12,0.37,0.28,2018-03-14 10:38:41
BoostCoin,BOST,1013,0.43,0.18,0.31,0.28,2018-03-14 10:38:41
Hexx,HXX,6563,0.43,0.062,0.25,0.28,2018-03-14 10:38:41
aXpire,AXP,42577,0.0,0.27,0.44,0.28,2018-03-14 10:38:41
HelloGold,HGT,17530,0.14,0.31,0.3,0.28,2018-03-14 10:38:41
Capricoin,CPC,100136,0.31,0.029,0.33,0.28,2018-03-14 10:38:41
Ixcoin,IXC,30,0.37,0.16,0.28,0.28,2018-03-14 10:38:41
Peerplays,PPY,63,0.15,0.33,0.28,0.28,2018-03-14 10:38:41
REAL,REAL,401,0.35,0.14,0.41,0.28,2018-03-14 10:38:41
InsaneCoin,INSN,1632,0.41,0.13,0.31,0.28,2018-03-14 10:38:41
Bitstar,BITS,33,0.34,0.22,0.28,0.28,2018-03-14 10:38:41
Skeincoin,SKC,1033,0.47,0.097,0.28,0.28,2018-03-14 10:38:41
Game,GTC,539272,0.13,0.0,0.42,0.28,2018-03-14 10:38:41
Universal Currency,UNIT,74013,0.24,0.11,0.38,0.28,2018-03-14 10:38:41
Opus,OPT,445,0.17,0.32,0.32,0.28,2018-03-14 10:38:41
Circuits of Value,COVAL,40186,0.12,0.24,0.38,0.28,2018-03-14 10:38:41
Fantomcoin,FCN,337,0.37,0.21,0.32,0.28,2018-03-14 10:38:41
Machinecoin,MAC,631,0.36,0.18,0.31,0.28,2018-03-14 10:38:41
Hacken,HKN,33520,0.0,0.33,0.29,0.28,2018-03-14 10:38:41
Devery,EVE,45338,0.15,0.26,0.28,0.28,2018-03-14 10:38:41
Magnet,MAG,16593,0.34,0.15,0.29,0.28,2018-03-14 10:38:41
KoreCoin,KORE,573309,0.091,0.082,0.3,0.28,2018-03-14 10:38:41
ProChain,PRO,575604,0.12,0.067,0.38,0.28,2018-03-14 10:38:41
Global Jobcoin,GJC,1532,0.13,0.36,0.29,0.27,2018-03-14 10:38:41
Vsync,VSX,3178,0.41,0.073,0.33,0.27,2018-03-14 10:38:41
Hedge,HDG,471,0.12,0.32,0.34,0.27,2018-03-14 10:38:41
Jesus Coin,JC,444028,0.12,0.25,0.28,0.27,2018-03-14 10:38:41
DigitalPrice,DP,7503,0.3,0.22,0.29,0.27,2018-03-14 10:38:41
Truckcoin,TRK,90,0.4,0.16,0.31,0.27,2018-03-14 10:38:41
DCORP,DRP,3335,0.15,0.34,0.27,0.27,2018-03-14 10:38:41
Payfair,PFR,999,0.12,0.34,0.29,0.27,2018-03-14 10:38:41
Internxt,INXT,5528,0.17,0.29,0.33,0.27,2018-03-14 10:38:41
Intelligent Trading Tech,ITT,,0.63,0.3,0.4,0.27,2018-03-14 10:38:41
QunQun,QUN,3182628,0.0,0.077,0.27,0.27,2018-03-14 10:38:41
Iungo,ING,14714,0.14,0.31,0.28,0.27,2018-03-14 10:38:41
All Sports,SOC,1446101,0.0,0.079,0.44,0.27,2018-03-14 10:38:41
Megacoin,MEC,430,0.2,0.31,0.35,0.27,2018-03-14 10:38:41
AidBit,AID,28513,0.27,0.057,0.3,0.27,2018-03-14 10:38:41
Profile Utility Token,PUT,2671,0.0,0.14,0.44,0.27,2018-03-14 10:38:41
Presearch,PRE,23168,0.15,0.23,0.27,0.27,2018-03-14 10:38:41
DubaiCoin-DBIX,DBIX,48665,0.17,0.14,0.31,0.27,2018-03-14 10:38:41
True Chain,TRUE,15898000,0.0,0.0,0.28,0.27,2018-03-14 10:38:41
Tagcoin,TAG,527,0.32,0.23,0.29,0.27,2018-03-14 10:38:41
CHIPS,CHIPS,1654,0.13,0.31,0.34,0.27,2018-03-14 10:38:41
Elixir,ELIX,47953,0.0,0.32,0.37,0.27,2018-03-14 10:38:41
Sterlingcoin,SLG,162,0.34,0.21,0.28,0.27,2018-03-14 10:38:41
Electronic Gulden,EFL,6941,0.16,0.22,0.35,0.27,2018-03-14 10:38:41
AdCoin,ACC,11254,0.34,0.2,0.29,0.27,2018-03-14 10:38:41
GlobalCoin,GLC,855,0.36,0.2,0.3,0.27,2018-03-14 10:38:41
Moin,MOIN,3859,0.17,0.28,0.41,0.27,2018-03-14 10:38:41
Teslacoin,TES,1663,0.38,0.076,0.32,0.27,2018-03-14 10:38:41
CargoX,CXO,42194,0.0,0.32,0.27,0.27,2018-03-14 10:38:41
EncrypGen,DNA,37410,0.0,0.33,0.27,0.27,2018-03-14 10:38:41
Qbao,QBT,2981890,0.0,0.071,0.28,0.27,2018-03-14 10:38:41
FundYourselfNow,FYN,80,0.19,0.3,0.27,0.27,2018-03-14 10:38:41
Triggers,TRIG,3869480,0.0,0.0,0.45,0.27,2018-03-14 10:38:41
Gimli,GIM,29,0.36,0.14,0.32,0.26,2018-03-14 10:38:41
PepeCash,PEPECASH,72935,0.0,0.23,0.3,0.26,2018-03-14 10:38:41
Marscoin,MARS,502,0.3,0.23,0.31,0.26,2018-03-14 10:38:41
CoinMeet,MEE,6419999,0.0,0.075,0.27,0.26,2018-03-14 10:38:41
EOT Token,EOT,3039,0.3,0.24,0.34,0.26,2018-03-14 10:38:41
Qbic,QBIC,13714,0.4,0.11,0.28,0.26,2018-03-14 10:38:41
Scorecoin,SCORE,524,0.33,0.17,0.31,0.26,2018-03-14 10:38:41
RonPaulCoin,RPC,6582,0.32,0.24,0.28,0.26,2018-03-14 10:38:41
Maecenas,ART,38,0.12,0.28,0.29,0.26,2018-03-14 10:38:41
Innova,INN,27344,0.31,0.076,0.36,0.26,2018-03-14 10:38:41
Universa,UTNP,226491,0.0,0.13,0.42,0.26,2018-03-14 10:38:41
RouletteToken,RLT,123896,0.14,0.22,0.27,0.26,2018-03-14 10:38:41
Motocoin,MOTO,316,0.37,0.16,0.28,0.26,2018-03-14 10:38:41
KekCoin,KEK,369,0.35,0.14,0.28,0.26,2018-03-14 10:38:41
Firstcoin,FRST,142862,0.14,0.16,0.37,0.26,2018-03-14 10:38:41
Dynamic Trading Rights,DTR,47885,0.0,0.22,0.45,0.26,2018-03-14 10:38:41
SmartBillions,SMART,271,0.2,0.25,0.29,0.26,2018-03-14 10:38:41
Soma,SCT,2156,0.29,0.13,0.47,0.26,2018-03-14 10:38:41
SkinCoin,SKIN,66940,0.21,0.14,0.31,0.26,2018-03-14 10:38:41
Farad,FRD,76869,0.14,0.15,0.41,0.26,2018-03-14 10:38:41
LIFE,LIFE,1534216,0.0,0.13,0.41,0.26,2018-03-14 10:38:41
Bitcoin Scrypt,BTCS,1063,0.36,0.11,0.33,0.26,2018-03-14 10:38:41
Dotcoin,DOT,59066,0.12,0.19,0.39,0.26,2018-03-14 10:38:41
Nyancoin,NYAN,107,0.18,0.33,0.27,0.26,2018-03-14 10:38:41
Qvolta,QVT,18341,0.15,0.31,0.27,0.26,2018-03-14 10:38:41
MyBit Token,MYB,71685,0.15,0.13,0.29,0.26,2018-03-14 10:38:41
Orbitcoin,ORB,1206,0.4,0.064,0.31,0.26,2018-03-14 10:38:41
Ruff,RUFF,3074256,0.35,0.13,0.4,0.26,2018-03-14 10:38:41
BitUSD,BITUSD,681445,0.0,0.09,0.3,0.26,2018-03-14 10:38:41
Chronologic,DAY,1019,0.45,0.0,0.3,0.26,2018-03-14 10:38:41
PhilosopherStone,PHS,1251,0.48,0.0,0.36,0.26,2018-03-14 10:38:41
Indorse,IND,97854,0.0,0.31,0.27,0.26,2018-03-14 10:38:41
BlakeStar,BLAS,45,0.35,0.13,0.29,0.26,2018-03-14 10:38:41
Opal,OPAL,187,0.43,0.062,0.3,0.26,2018-03-14 10:38:41
Super Bitcoin [Futures],SBTC,308418,0.64,0.079,0.31,0.26,2018-03-14 10:38:41
Pandacoin,PND,4161,0.38,0.0,0.3,0.26,2018-03-14 10:38:41
Unitus,UIS,1444,0.19,0.26,0.34,0.26,2018-03-14 10:38:41
E-Dinar Coin,EDR,32966,0.16,0.15,0.33,0.26,2018-03-14 10:38:41
Ethorse,HORSE,20376,0.12,0.25,0.28,0.26,2018-03-14 10:38:41
Wild Crypto,WILD,24323,0.31,0.12,0.3,0.26,2018-03-14 10:38:41
Block Array,ARY,11633,0.074,0.23,0.35,0.26,2018-03-14 10:38:41
NVO,NVST,3643,0.078,0.31,0.29,0.26,2018-03-14 10:38:41
IHT Real Estate Protocol,IHT,867905,0.0,0.0,0.44,0.25,2018-03-14 10:38:41
Bitcoin Fast,BCF,612,0.37,0.073,0.44,0.25,2018-03-14 10:38:41
CoinonatX,XCXT,400,0.41,0.1,0.26,0.25,2018-03-14 10:38:41
Octocoin,888,743,0.33,0.17,0.31,0.25,2018-03-14 10:38:41
Pesetacoin,PTC,9489,0.16,0.22,0.28,0.25,2018-03-14 10:38:41
SagaCoin,SAGA,71441,0.25,0.061,0.33,0.25,2018-03-14 10:38:41
Joulecoin,XJO,2591,0.34,0.14,0.29,0.25,2018-03-14 10:38:41
ArcticCoin,ARC,5253,0.32,0.12,0.3,0.25,2018-03-14 10:38:41
Eroscoin,ERO,96318,0.12,0.14,0.28,0.25,2018-03-14 10:38:41
2GIVE,2GIVE,63877,0.086,0.25,0.3,0.25,2018-03-14 10:38:41
FidentiaX,FDX,73081,0.0,0.27,0.29,0.25,2018-03-14 10:38:41
Uquid Coin,UQC,47566,0.12,0.14,0.29,0.25,2018-03-14 10:38:41
Embers,MBRS,2405,0.12,0.29,0.37,0.25,2018-03-14 10:38:41
CryptCoin,CRYPT,0,0.15,0.28,0.27,0.25,2018-03-14 10:38:41
GameUnits,UNITS,37,0.34,0.16,0.29,0.25,2018-03-14 10:38:41
Blakecoin,BLC,302,0.41,0.072,0.3,0.25,2018-03-14 10:38:41
LiteDoge,LDOGE,888,0.34,0.11,0.28,0.25,2018-03-14 10:38:41
Sprouts,SPRTS,10267,0.32,0.1,0.28,0.25,2018-03-14 10:38:41
Xaurum,XAUR,4469,0.16,0.15,0.31,0.25,2018-03-14 10:38:41
IncaKoin,NKA,1703,0.29,0.13,0.31,0.25,2018-03-14 10:38:41
Geocoin,GEO,176952,0.18,0.081,0.34,0.25,2018-03-14 10:38:41
U.CASH,UCASH,7975,0.0,0.27,0.36,0.25,2018-03-14 10:38:41
Clubcoin,CLUB,343673,0.36,0.26,0.33,0.25,2018-03-14 10:38:41
Neoscoin,NEOS,191699,0.12,0.09,0.33,0.25,2018-03-14 10:38:41
Nework,NKC,4695397,0.0,0.0,0.35,0.25,2018-03-14 10:38:41
LanaCoin,LANA,428,0.31,0.12,0.39,0.25,2018-03-14 10:38:41
BitDice,CSNO,1726,0.13,0.26,0.27,0.25,2018-03-14 10:38:41
Monkey Project,MONK,48787,0.31,0.0,0.34,0.25,2018-03-14 10:38:41
