name,symbol,liquidity,dev_score,community_score,public_interest_score,total_score,report_date
ValueChain,VLC,358444,0.0,0.0,0.31,0.088,2018-03-14 10:38:41
Protean,PRN,39,0.14,0.068,0.34,0.088,2018-03-14 10:38:41
eBIT,EBIT,3,0.12,0.094,0.32,0.088,2018-03-14 10:38:41
Elektron,EKN,,0.13,0.056,0.42,0.088,2018-03-14 10:38:41
eGold,EGOLD,0,0.17,0.056,0.29,0.087,2018-03-14 10:38:41
ShareX,SEXC,808126,0.0,0.0,0.27,0.087,2018-03-14 10:38:41
Harvest Masternode Coin,HC,11131,0.18,0.06,0.27,0.086,2018-03-14 10:38:41
MangoCoinz,MCZ,,0.13,0.091,0.3,0.086,2018-03-14 10:38:41
Aiden,ADN,,0.058,0.15,0.34,0.086,2018-03-14 10:38:41
Full Integrity Coin,FIC,,0.12,0.049,0.43,0.086,2018-03-14 10:38:41
Natcoin,NTC,241,0.14,0.08,0.28,0.085,2018-03-14 10:38:41
LePen,LEPEN,4967,0.13,0.043,0.39,0.084,2018-03-14 10:38:41
Wallet Builders Coin,WBC,,0.14,0.056,0.35,0.084,2018-03-14 10:38:41
TerraNova,TER,480,0.12,0.063,0.36,0.084,2018-03-14 10:38:41
KexCoin,KEXCOIN,0,0.0,0.21,0.3,0.083,2018-03-14 10:38:41
Jingtum Tech,SWTC,99174,0.0,0.044,0.31,0.083,2018-03-14 10:38:41
Unioncoin,UNC,4,0.12,0.082,0.3,0.083,2018-03-14 10:38:41
Indicoin,INDI,656,0.0,0.2,0.31,0.083,2018-03-14 10:38:41
Qube,QUBE,70250,0.0,0.0,0.31,0.083,2018-03-14 10:38:41
ENTCash,ENT,21281,0.0,0.15,0.3,0.082,2018-03-14 10:38:41
NumusCash,NUMUS,27,0.12,0.086,0.28,0.082,2018-03-14 10:38:41
Tyrocoin,TYC,0,0.12,0.087,0.3,0.082,2018-03-14 10:38:41
Goldmaxcoin,GMX,651,0.12,0.077,0.31,0.082,2018-03-14 10:38:41
Freshcoin,FRSH,,0.15,0.051,0.3,0.081,2018-03-14 10:38:41
xCash,XCASH,,0.13,0.054,0.35,0.081,2018-03-14 10:38:41
SARCoin,SAR,,0.15,0.051,0.31,0.081,2018-03-14 10:38:41
GAY Money,GAY,204,0.15,0.023,0.34,0.081,2018-03-14 10:38:41
Tattoocoin (Limited Edition),TLE,1322,0.13,0.058,0.31,0.081,2018-03-14 10:38:41
VOISE,VSM,,0.12,0.029,0.43,0.08,2018-03-14 10:38:41
Esports.com,ERT,8,0.0,0.14,0.42,0.08,2018-03-14 10:38:41
Cloud,CLD,8252,0.0,0.15,0.41,0.079,2018-03-14 10:38:41
GSMcoin,GSM,,0.13,0.066,0.3,0.079,2018-03-14 10:38:41
BitSoar,BSR,240872,0.0,0.023,0.29,0.079,2018-03-14 10:38:41
High Gain,HIGH,507,0.13,0.051,0.33,0.079,2018-03-14 10:38:41
Xios,XIOS,,0.12,0.07,0.31,0.079,2018-03-14 10:38:41
KemCredit,KMC,342,0.0,0.2,0.26,0.078,2018-03-14 10:38:41
Applecoin,APC,38,0.14,0.039,0.31,0.078,2018-03-14 10:38:41
Bitbase,BTBC,,0.13,0.068,0.29,0.078,2018-03-14 10:38:41
ZcCoin,ZCC,18,0.18,0.0,0.3,0.077,2018-03-14 10:38:41
UAHPay,UAH,,0.12,0.069,0.3,0.077,2018-03-14 10:38:41
UG Token,UGT,,0.0,0.15,0.39,0.076,2018-03-14 10:38:41
Frazcoin,FRAZ,3,0.13,0.054,0.3,0.076,2018-03-14 10:38:41
UtilityCoin,UTIL,,0.12,0.046,0.35,0.076,2018-03-14 10:38:41
PeopleCoin,MEN,0,0.12,0.063,0.3,0.076,2018-03-14 10:38:41
MasterTraderCoin,MTR,,0.14,0.066,0.24,0.075,2018-03-14 10:38:41
Shibecoin,SHIBE,,0.12,0.069,0.28,0.075,2018-03-14 10:38:41
Turbocoin,TURBO,43,0.12,0.056,0.28,0.074,2018-03-14 10:38:41
Roofs,ROOFS,,0.12,0.052,0.31,0.074,2018-03-14 10:38:41
Avoncoin,ACN,104,0.14,0.024,0.31,0.073,2018-03-14 10:38:41
Jiyo,JIYO,97801,0.13,0.0,0.23,0.073,2018-03-14 10:38:41
Maverick Chain,MVC,22982,0.0,0.092,0.28,0.073,2018-03-14 10:38:41
GulfCoin,MGC,472,0.12,0.051,0.3,0.073,2018-03-14 10:38:41
Cryptokenz,CYT,,0.12,0.05,0.3,0.073,2018-03-14 10:38:41
Pipcoin,PIP,,0.13,0.024,0.33,0.072,2018-03-14 10:38:41
MapCoin,MAPC,,0.12,0.046,0.31,0.072,2018-03-14 10:38:41
YoGold,YOG,,0.0,0.15,0.33,0.071,2018-03-14 10:38:41
Kashhcoin,KASHH,0,0.084,0.069,0.31,0.071,2018-03-14 10:38:41
StarChain,STC,114747,0.0,0.0,0.27,0.07,2018-03-14 10:38:41
DigiCube,CUBE,6780,0.14,0.0,0.32,0.07,2018-03-14 10:38:41
Bikercoin,BIC,,0.12,0.041,0.3,0.07,2018-03-14 10:38:41
Falcoin,FAL,0,0.0,0.0,0.43,0.069,2018-03-14 10:38:41
Tokugawa,TOK,9673,0.12,0.054,0.24,0.069,2018-03-14 10:38:41
Cyder,CYDER,3568,0.15,0.0,0.29,0.069,2018-03-14 10:38:41
OX Fina,OX,7243,0.12,0.058,0.22,0.068,2018-03-14 10:38:41
Nxttycoin,NXTTY,,0.0,0.15,0.3,0.068,2018-03-14 10:38:41
Muse,MUSE,776,0.0,0.11,0.4,0.068,2018-03-14 10:38:41
Putin Classic,PUTIC,,0.13,0.0,0.34,0.067,2018-03-14 10:38:41
Groupcoin,GPC,,0.12,0.02,0.31,0.066,2018-03-14 10:38:41
MorningStar,MRNG,28,0.0,0.11,0.37,0.066,2018-03-14 10:38:41
Cubits,QBT,95,0.14,0.0,0.3,0.066,2018-03-14 10:38:41
Candy,CANDY,81205,0.0,0.0,0.37,0.065,2018-03-14 10:38:41
Faceblock,FBL,30,0.0,0.07,0.47,0.065,2018-03-14 10:38:41
TradecoinV2,TRADE2,,0.13,0.0,0.3,0.063,2018-03-14 10:38:41
UtaCoin,UTA,0,0.12,0.0,0.3,0.062,2018-03-14 10:38:41
CoEval,COE,,0.0,0.14,0.28,0.062,2018-03-14 10:38:41
Neptunecoin,NTC,241,0.12,0.0,0.3,0.062,2018-03-14 10:38:41
DarkLisk,DISK,26,0.13,0.0,0.27,0.061,2018-03-14 10:38:41
MaYaCoin,MYC,,0.12,0.0,0.31,0.061,2018-03-14 10:38:41
Bitcoin Silver,BTCS,,0.0,0.081,0.41,0.061,2018-03-14 10:38:41
BitStake,XBS,,0.13,0.0,0.28,0.061,2018-03-14 10:38:41
Alphacat,ACAT,19469,0.0,0.0,0.3,0.061,2018-03-14 10:38:41
IDEX Membership,IDXM,4204,0.0,0.082,0.38,0.061,2018-03-14 10:38:41
MBitBooks,MBIT,,0.13,0.0,0.28,0.06,2018-03-14 10:38:41
Xenixcoin,XEN,,0.12,0.0,0.3,0.06,2018-03-14 10:38:41
Hyper Pay,HPY,,0.0,0.097,0.36,0.06,2018-03-14 10:38:41
EtherDoge,EDOGE,,0.12,0.0,0.28,0.06,2018-03-14 10:38:41
iTicoin,ITI,,0.13,0.0,0.28,0.06,2018-03-14 10:38:41
BITFID,FID,1,0.12,0.0,0.29,0.059,2018-03-14 10:38:41
Scotcoin,SCOT,,0.0,0.13,0.26,0.059,2018-03-14 10:38:41
Coinomat,CNMT,,0.0,0.12,0.28,0.059,2018-03-14 10:38:41
Bitcoin God,GOD,579,0.0,0.075,0.38,0.059,2018-03-14 10:38:41
Shekel,JEW,6381,0.0,0.065,0.41,0.057,2018-03-14 10:38:41
10M Token,10MT,1,0.0,0.066,0.37,0.056,2018-03-14 10:38:41
First Bitcoin,BIT,205,0.0,0.038,0.44,0.055,2018-03-14 10:38:41
Fibre,FIBRE,,0.0,0.12,0.25,0.055,2018-03-14 10:38:41
BitcoinCashScrypt,BCCS,0,0.11,0.0,0.26,0.054,2018-03-14 10:38:41
Bankera,BNK,,0.0,0.087,0.32,0.054,2018-03-14 10:38:41
Escroco,ESC,645,0.0,0.11,0.27,0.054,2018-03-14 10:38:41
iBTC,IBTC,5,0.0,0.076,0.33,0.054,2018-03-14 10:38:41
Cashaa,CAS,57829,0.0,0.0,0.3,0.053,2018-03-14 10:38:41
TimesCoin,TMC,43716,0.0,0.0,0.25,0.053,2018-03-14 10:38:41
Maggie,MAG,12701,0.0,0.0,0.33,0.053,2018-03-14 10:38:41
Bitcoin2x,BTC2X,1,0.0,0.073,0.31,0.052,2018-03-14 10:38:41
Swapcoin,SWP,2999,0.0,0.069,0.32,0.051,2018-03-14 10:38:41
DeBuNe,DEBUNE,,0.0,0.1,0.26,0.051,2018-03-14 10:38:41
Litecoin Gold,LTG,6954,0.0,0.076,0.3,0.051,2018-03-14 10:38:41
Primulon,PRIMU,64,0.0,0.082,0.29,0.051,2018-03-14 10:38:41
First Bitcoin Capital,BITCF,1229,0.0,0.038,0.39,0.051,2018-03-14 10:38:41
Ethereum Lite,ELITE,293,0.0,0.076,0.3,0.051,2018-03-14 10:38:41
Bitcoin SegWit2X,BT2,14572,0.0,0.0,0.4,0.05,2018-03-14 10:38:41
eLTC,ELTC2,0,0.0,0.065,0.32,0.05,2018-03-14 10:38:41
MSD,MSD,40669,0.0,0.0,0.33,0.05,2018-03-14 10:38:41
President Trump,PRES,3540,0.0,0.05,0.35,0.049,2018-03-14 10:38:41
iQuant,IQT,306,0.0,0.075,0.29,0.049,2018-03-14 10:38:41
LLToken,LLT,1,0.0,0.084,0.28,0.049,2018-03-14 10:38:41
eUSD,EUSD,72,0.0,0.072,0.29,0.049,2018-03-14 10:38:41
Minex,MINEX,56,0.0,0.067,0.3,0.049,2018-03-14 10:38:41
BTCMoon,BTCM,884,0.0,0.065,0.3,0.048,2018-03-14 10:38:41
Dutch Coin,DUTCH,398,0.0,0.048,0.34,0.048,2018-03-14 10:38:41
Internet of Things,XOT,944,0.0,0.039,0.36,0.048,2018-03-14 10:38:41
Authoreon,AUN,,0.0,0.075,0.27,0.046,2018-03-14 10:38:41
GameChain System,GCS,2010,0.0,0.047,0.32,0.046,2018-03-14 10:38:41
FAPcoin,FAP,109,0.0,0.054,0.3,0.046,2018-03-14 10:38:41
Bastonet,BSN,,0.0,0.069,0.28,0.046,2018-03-14 10:38:41
NEO GOLD,NEOG,9904,0.0,0.057,0.29,0.045,2018-03-14 10:38:41
DRP Utility,DRPU,7609,0.0,0.0,0.42,0.044,2018-03-14 10:38:41
TileCoin,XTC,,0.0,0.049,0.3,0.042,2018-03-14 10:38:41
RHFCoin,RHFC,224,0.0,0.047,0.28,0.042,2018-03-14 10:38:41
LTBcoin,LTBC,,0.0,0.055,0.28,0.042,2018-03-14 10:38:41
Akuya Coin,AKY,47,0.0,0.047,0.27,0.041,2018-03-14 10:38:41
Facecoin,FC,,0.0,0.055,0.27,0.041,2018-03-14 10:38:41
UniversalRoyalCoin,UNRC,73,0.0,0.032,0.31,0.041,2018-03-14 10:38:41
Wi Coin,WIC,179,0.0,0.12,0.071,0.04,2018-03-14 10:38:41
Casino,CASINO,,0.0,0.0,0.39,0.039,2018-03-14 10:38:41
MMNXT,MMNXT,,0.0,0.043,0.28,0.039,2018-03-14 10:38:41
President Johnson,GARY,1358,0.0,0.0,0.37,0.039,2018-03-14 10:38:41
NxttyACCI,ACCI,,0.0,0.032,0.3,0.038,2018-03-14 10:38:41
Bitfinex Bitcoin Future,BT1,4962,0.0,0.0,0.38,0.038,2018-03-14 10:38:41
Round,ROUND,,0.0,0.0,0.36,0.036,2018-03-14 10:38:41
Infinity Pay,IPY,5,0.0,0.0,0.33,0.035,2018-03-14 10:38:41
PinkDog,PDG,1,0.0,0.0,0.32,0.034,2018-03-14 10:38:41
Project-X,NANOX,483,0.0,0.0,0.31,0.033,2018-03-14 10:38:41
DHG,DHG,,0.0,0.0,0.33,0.033,2018-03-14 10:38:41
SwapToken,TOKEN,6925,0.0,0.0,0.31,0.033,2018-03-14 10:38:41
SIGMAcoin,SIGMA,1545,0.0,0.0,0.31,0.033,2018-03-14 10:38:41
The Deal Coin,DLSD,,0.0,0.0,0.32,0.032,2018-03-14 10:38:41
Hacker Gold,HKG,,0.0,0.0,0.32,0.032,2018-03-14 10:38:41
Wowcoin,WOW,114,0.0,0.0,0.29,0.031,2018-03-14 10:38:41
SnakeEyes,SNAKE,22,0.0,0.0,0.29,0.031,2018-03-14 10:38:41
DigiEuro,DEUR,,0.0,0.0,0.3,0.03,2018-03-14 10:38:41
NXTventure,NXTV,,0.0,0.0,0.3,0.03,2018-03-14 10:38:41
jl777hodl,JLH,,0.0,0.0,0.3,0.03,2018-03-14 10:38:41
SocialxBot,XBOT,,0.0,0.0,0.3,0.03,2018-03-14 10:38:41
Krypton,KR,,0.0,0.0,0.3,0.03,2018-03-14 10:38:41
Pangea Poker,PANGEA,,0.0,0.0,0.29,0.029,2018-03-14 10:38:41
Rcoin,RCN,46,0.0,0.0,0.27,0.029,2018-03-14 10:38:41
TeslaCoilCoin,TESLA,1266,0.0,0.0,0.26,0.028,2018-03-14 10:38:41
XTD Coin,XTD,103,0.0,0.012,0.22,0.027,2018-03-14 10:38:41
